,Unnamed: 0,codigo,detalle,LISTA,COSTO,COSTO + IVA,VENTA
285,,R10090S,RAMAL  100 a 90 STD,898.96,#REF!,#REF!,#REF!
286,,R106045S,RAMAL  100 x 60 a 45 STD,790.69,#REF!,#REF!,#REF!
287,,R106090S,RAMAL  100 x 60 a 90 STD,828.97,#REF!,#REF!,#REF!
288,,R11045R,RAMAL  110 a 45 REF,1961.08,#REF!,#REF!,#REF!
289,,R11090R,RAMAL  110 a 90 REF,1754.04,#REF!,#REF!,#REF!
290,,R116345R,RAMAL  110 x 63 a 45 REF,1374.7,#REF!,#REF!,#REF!
291,,R116390R,RAMAL  110 x 63 a 90 REF,1758.45,#REF!,#REF!,#REF!
292,,R4045R,RAMAL 40 a 45 REF,606.6,#REF!,#REF!,#REF!
293,,R4045S,RAMAL 40 a 45 STD,448.17,#REF!,#REF!,#REF!
294,,R4090S,RAMAL 40 a 90 STD,233.5,#REF!,#REF!,#REF!
295,,R5045R,RAMAL 50 a 45 REF,737.23,#REF!,#REF!,#REF!
296,,R5045S,RAMAL 50 a 45 STD,590.2,#REF!,#REF!,#REF!
297,,R5090S,RAMAL 50 a 90 STD,340.18,#REF!,#REF!,#REF!
298,,R6045S,RAMAL 60 a 45 STD,649.68,#REF!,#REF!,#REF!
299,,R6090S,RAMAL 60 a 90 STD,625.36,#REF!,#REF!,#REF!
300,,R6345R,RAMAL 63 a 45 REF,978.85,#REF!,#REF!,#REF!
301,,R6390R,RAMAL 63 a 90 REF,799.83,#REF!,#REF!,#REF!
302,,RD1010,RECEPTACULO DUCHA 10 x 10,1011.37,#REF!,#REF!,#REF!
303,,RE1060S,REDUCCION  100 x 60 STD,483.23,#REF!,#REF!,#REF!
304,,RE1110R,REDUCCION  110 x 100 REF,838.86,#REF!,#REF!,#REF!
305,,RE1163R,REDUCCION  110 x 63 REF,723.73,#REF!,#REF!,#REF!
306,,RE5040R,REDUCCION 50 x 40 REF,158.92,#REF!,#REF!,#REF!
307,,RE5040S,REDUCCION 50 x 40 STD,111.16,#REF!,#REF!,#REF!
308,,RE6040S,REDUCCION 60 x 40 STD,207.17,#REF!,#REF!,#REF!
309,,RE6050S,REDUCCION 60 x 50 STD,172.24,#REF!,#REF!,#REF!
310,,RE6340R,REDUCCION 63 x 40 REF,214.7,#REF!,#REF!,#REF!
311,,RE6350R,REDUCCION 63 x 50 REF,203.12,#REF!,#REF!,#REF!
312,,SO100S,SOMBRERETE  100 STD,880.07,#REF!,#REF!,#REF!
313,,SO110R,SOMBRERETE  110 REF,880.07,#REF!,#REF!,#REF!
314,,SO60S,SOMBRERETE 60 STD,599.92,#REF!,#REF!,#REF!
315,,SSO63R,SOMBRERETE 63 REF,599.92,#REF!,#REF!,#REF!
316,,T10S,TAPA  100 STD,216.0,#REF!,#REF!,#REF!
317,,T110R,TAPA  110 REF,339.37,#REF!,#REF!,#REF!
318,,T40R,TAPA 40 REF,128.45,#REF!,#REF!,#REF!
319,,T40S,TAPA 40 STD,102.96,#REF!,#REF!,#REF!
320,,T50R,TAPA 50 REF,145.51,#REF!,#REF!,#REF!
321,,T50S,TAPA 50 STD,141.9,#REF!,#REF!,#REF!
322,,T60S,TAPA 60 STD,148.36,#REF!,#REF!,#REF!
323,,T63R,TAPA 63 REF,301.67,#REF!,#REF!,#REF!
324,,TE40R,TEE 40 REF,376.92,#REF!,#REF!,#REF!
325,,TE50R,TEE 50 REF,506.04,#REF!,#REF!,#REF!
326,,,,0.0,#REF!,#REF!,#REF!
327,,,ACCESORIOS DE TERMOFUSION,0.0,#REF!,#REF!,#REF!
328,,BRF2520,BUJE REDUCCION FUSION  25 X 20,189.24,#REF!,#REF!,#REF!
329,,BRF3220,BUJE REDUCCION FUSION  32 X  20,238.14,#REF!,#REF!,#REF!
330,,BRF3225,BUJE REDUCCION FUSION 32 X 25,288.09,#REF!,#REF!,#REF!
331,,CF4520,CODO 45¦ FUSION 20 mm,298.99,#REF!,#REF!,#REF!
332,,CF4525,CODO 45¦ FUSION 25 mm,378.4,#REF!,#REF!,#REF!
333,,CF4532,CODO 45¦ FUSION 32 mm,567.62,#REF!,#REF!,#REF!
334,,CF9020,CODO 90¦ FUSION 20 mm,132.31,#REF!,#REF!,#REF!
335,,CF9025,CODO 90¦ FUSION 25 mm,215.63,#REF!,#REF!,#REF!
336,,CF9032,CODO 90¦ FUSION 32 mm,319.82,#REF!,#REF!,#REF!
337,,COFH2012,CODO 90¦ FUSION INS. MET. HEMBRA 20 mm x 1/2,971.74,#REF!,#REF!,#REF!
338,,COFH2512,CODO 90¦ FUSION INS. MET. HEMBRA 25 mm x 1/2,1317.22,#REF!,#REF!,#REF!
339,,COFH2534,CODO 90¦ FUSION INS. MET. HEMBRA 25 mm x 3/4,1399.2,#REF!,#REF!,#REF!
340,,COFH3234,CODO 90¦ FUSION INS. MET. HEMBRA 32 mm x  3/4,2198.38,#REF!,#REF!,#REF!
341,,COFH321,CODO 90¦ FUSION INS. MET. HEMBRA 32 mm x 1,2621.18,#REF!,#REF!,#REF!
342,,COFM2012,CODO 90¦ FUSION INS. MET. MACHO 20 mm x 1/2,1117.22,#REF!,#REF!,#REF!
343,,COFM2512,CODO 90¦ FUSION INS. MET. MACHO 25 mm x 1/2,1523.02,#REF!,#REF!,#REF!
344,,COFM2534,CODO 90¦ FUSION INS. MET. MACHO 25 mm x 3/4,1576.82,#REF!,#REF!,#REF!
345,,COFM3234,CODO 90¦ FUSION INS. MET. MACHO 32 mm x  3/4,2356.97,#REF!,#REF!,#REF!
346,,COFM321,CODO 90¦ FUSION INS. MET. MACHO 32 mm x 1,2987.83,#REF!,#REF!,#REF!
347,,CF20,CUPLA FUSION 20 mm,98.48,#REF!,#REF!,#REF!
348,,CF25,CUPLA FUSION 25 mm,155.3,#REF!,#REF!,#REF!
349,,CF32,CUPLA FUSION 32 mm,215.74,#REF!,#REF!,#REF!
350,,CFH2038,CUPLA FUSION INS. MET. HEMBRA 20 mm x  3/8,873.72,#REF!,#REF!,#REF!
351,,CFH2012,CUPLA FUSION INS. MET. HEMBRA 20 mm x 1/2,877.49,#REF!,#REF!,#REF!
352,,CFH2512,CUPLA FUSION INS. MET. HEMBRA 25 mm x 1/2,1131.57,#REF!,#REF!,#REF!
353,,CFH2534,CUPLA FUSION INS. MET. HEMBRA 25 mm x 3/4,1280.18,#REF!,#REF!,#REF!
354,,CFH3234,CUPLA FUSION INS. MET. HEMBRA 32 mm x  3/4,2043.89,#REF!,#REF!,#REF!
355,,CFH321,CUPLA FUSION INS. MET. HEMBRA 32 mm x 1,2546.78,#REF!,#REF!,#REF!
356,,CFM2012,CUPLA FUSION INS. MET. MACHO 20 mm x 1/2,1122.05,#REF!,#REF!,#REF!
357,,CFM2034,CUPLA FUSION INS. MET. MACHO 20 mm x 3/4,1311.4,#REF!,#REF!,#REF!
358,,CFM2512,CUPLA FUSION INS. MET. MACHO 25 mm x 1/2,1223.41,#REF!,#REF!,#REF!
359,,CFM2534,CUPLA FUSION INS. MET. MACHO 25 mm x 3/4,1468.78,#REF!,#REF!,#REF!
360,,CFM3234,CUPLA FUSION INS. MET. MACHO 32 mm x  3/4,2253.37,#REF!,#REF!,#REF!
361,,CFM321,CUPLA FUSION INS. MET. MACHO 32 mm x 1,3338.79,#REF!,#REF!,#REF!
362,,CUR2520,CUPLA REDUCCION FUSION 25 mm x 20 mm,189.45,#REF!,#REF!,#REF!
363,,CUR3220,CUPLA REDUCCION FUSION 32 mm x 20 mm,238.56,#REF!,#REF!,#REF!
364,,CUR3225,CUPLA REDUCCION FUSION 32 mm x 25 mm,288.05,#REF!,#REF!,#REF!
365,,LLCB20,LLAVE DE PASO FUSION C/ CABEZAL BRONCE 20 mm,6553.79,#REF!,#REF!,#REF!
366,,LLCB25,LLAVE DE PASO FUSION C/ CABEZAL BRONCE 25 mm,6755.37,#REF!,#REF!,#REF!
367,,LLCB32,LLAVE DE PASO FUSION C/ CABEZAL BRONCE 32 mm,6860.96,#REF!,#REF!,#REF!
368,,LLCP20,LLAVE DE PASO FUSION C/ CABEZAL PLASTICO 20 mm,856.8,#REF!,#REF!,#REF!
369,,LLCP25,LLAVE DE PASO FUSION C/ CABEZAL PLASTICO 25 mm,1313.88,#REF!,#REF!,#REF!
370,,LLCP32,LLAVE DE PASO FUSION C/ CABEZAL PLASTICO 32 mm,1952.57,#REF!,#REF!,#REF!
371,,LLPO20,LLAVE DE PASO FUSION CIERRE POLIAMIDA 20 mm,4895.15,#REF!,#REF!,#REF!
372,,LLPO25,LLAVE DE PASO FUSION CIERRE POLIAMIDA 25 mm,5124.64,#REF!,#REF!,#REF!
373,,LLPO32,LLAVE DE PASO FUSION CIERRE POLIAMIDA 32 mm,5352.83,#REF!,#REF!,#REF!
374,,SF20,SOBREPASO FUSION 20 mm,470.66,#REF!,#REF!,#REF!
375,,SF25,SOBREPASO FUSION 25 mm,647.68,#REF!,#REF!,#REF!
376,,SF32,SOBREPASO FUSION 32 mm,917.02,#REF!,#REF!,#REF!
377,,TF20,TAPA FUSION 20 mm,98.48,#REF!,#REF!,#REF!
378,,TF25,TAPA FUSION 25 mm,162.61,#REF!,#REF!,#REF!
379,,TF32,TAPA FUSION 32 mm,236.04,#REF!,#REF!,#REF!
380,,TEF20,TEE FUSION 20 mm,174.79,#REF!,#REF!,#REF!
381,,TEF25,TEE FUSION 25 mm,288.09,#REF!,#REF!,#REF!
382,,TEF32,TEE FUSION 32 mm,466.31,#REF!,#REF!,#REF!
383,,TH2012,TEE FUSION INS. MET. HEMBRA 20 mm x 1/2,1230.69,#REF!,#REF!,#REF!
384,,TH2512,TEE FUSION INS. MET. HEMBRA 25 mm x 1/2,1362.03,#REF!,#REF!,#REF!
385,,TH2534,TEE FUSION INS. MET. HEMBRA 25 mm x 3/4,1711.37,#REF!,#REF!,#REF!
386,,TH3234,TEE FUSION INS. MET. HEMBRA 32 mm x  3/4,2118.8,#REF!,#REF!,#REF!
387,,TH321,TEE FUSION INS. MET. HEMBRA 32 mm x 1,2758.8,#REF!,#REF!,#REF!
388,,TM2012,TEE FUSION INS. MET. MACHO 20 mm x 1/2,1398.44,#REF!,#REF!,#REF!
389,,TM2512,TEE FUSION INS. MET. MACHO 25 mm x 1/2,1836.21,#REF!,#REF!,#REF!
390,,TM2534,TEE FUSION INS. MET. MACHO 25 mm x 3/4,1938.43,#REF!,#REF!,#REF!
391,,TM3234,TEE FUSION INS. MET. MACHO 32 mm x  3/4,2315.59,#REF!,#REF!,#REF!
392,,TM321,TEE FUSION INS. MET. MACHO 32 mm x 1,3621.46,#REF!,#REF!,#REF!
393,,TRF2520,TEE REDUCCION FUSION 25 mm x 20 mm,319.72,#REF!,#REF!,#REF!
394,,TRF3220,TEE REDUCCION FUSION 32 mm x 20 mm,575.03,#REF!,#REF!,#REF!
395,,UDF20,UNION DOBLE FUSION - FUSION 20 mm,705.23,#REF!,#REF!,#REF!
396,,UDF25,UNION DOBLE FUSION - FUSION 25 mm,886.04,#REF!,#REF!,#REF!
397,,UDF32,UNION DOBLE FUSION - FUSION 32 mm,1331.46,#REF!,#REF!,#REF!
398,,UH2012,UNION DOBLE FUSION - INS. MET. HEMBRA 20 x 1/2,1619.87,#REF!,#REF!,#REF!
399,,UH2534,UNION DOBLE FUSION - INS. MET. HEMBRA 25 x 3/4,2055.75,#REF!,#REF!,#REF!
400,,UH321,UNION DOBLE FUSION - INS. MET. HEMBRA 32 x 1,3467.13,#REF!,#REF!,#REF!
401,,UM2012,UNION DOBLE FUSION - INS. MET. MACHO 20 x 1/2,1773.05,#REF!,#REF!,#REF!
402,,UM2534,UNION DOBLE FUSION - INS. MET. MACHO 25 x 3/4,2335.19,#REF!,#REF!,#REF!
403,,UM321,UNION DOBLE FUSION - INS. MET. MACHO 32 x 1,3901.5,#REF!,#REF!,#REF!
404,,,,0.0,#REF!,#REF!,#REF!
405,,,ACCESORIOS P/ DEPOSITOS Y MOCHILAS BAÑO,0.0,#REF!,#REF!,#REF!
406,,BBCR,BOTON BRONCE CROMO FRANKLIN LARGO,3040.42,#REF!,#REF!,#REF!
407,,BDPVC,BOTON DEPOSITO PVC T/ FRANKLIN BT07,238.14,#REF!,#REF!,#REF!
408,,BLCR,BOTON LATERAL CROMADO BT04,444.43,#REF!,#REF!,#REF!
409,,BTF,BOTON TIPO FERRUM MODELO NUEVO BT05,628.78,#REF!,#REF!,#REF!
410,,BAPB,BRAZO ARTICULADO PARA BOYA RZ01,91.98,#REF!,#REF!,#REF!
411,,DAFT,DESCARGA APOYO C/ FLAPPER Y TIRA FO01,586.73,#REF!,#REF!,#REF!
412,,DTBS,DESCARGA C/ TORRE Y BOTON SUP TIPO ROCA FO25,1026.45,#REF!,#REF!,#REF!
413,,TDEB,TAPA DEPOSITO EXTERIOR BLANCA DP08,491.78,#REF!,#REF!,#REF!
414,,TDCBF,TAPA DEPOSITO INT PVC C/ BOTON T/ FRANKLIN DP04,865.32,#REF!,#REF!,#REF!
415,,TDCBI,TAPA DEPOSITO INT PVC C/ BOTON T/ IDEAL DP06,766.55,#REF!,#REF!,#REF!
416,,TDIB,TAPA DEPOSITO PVC INTERIOR S/B T/ FRANKLIN DP03,658.0,#REF!,#REF!,#REF!
417,,VAP1223,VALVULA ADMISION PLASTICA 1/2 x 23 cm. VL20,387.69,#REF!,#REF!,#REF!
418,,VAP1229,VALVULA ADMISION PLASTICA 1/2 x 29 cm. VL21,387.69,#REF!,#REF!,#REF!
419,,,,0.0,#REF!,#REF!,#REF!
420,,,ACCESORIOS P/BAÑOS,0.0,#REF!,#REF!,#REF!
421,,JAB,JABONERA  ART. 6001,921.33,#REF!,#REF!,#REF!
422,,PCYV,PORTA CEPILLO Y VASO      ART. 7001,921.33,#REF!,#REF!,#REF!
423,,PRC,PORTA ROLLO COCINA,850.2,#REF!,#REF!,#REF!
424,,PRO,PORTA ROLLOS              ART. 5001,1241.84,#REF!,#REF!,#REF!
425,,SPB7,SET PARA BAÑO 7 piezas,5575.19,#REF!,#REF!,#REF!
426,,TB,TOALLERO BARRAL        ART. 9001,1160.4,#REF!,#REF!,#REF!
427,,TBL,TOALLERO BARRAL LARGO,1264.33,#REF!,#REF!,#REF!
428,,TCH,TOALLERO CHICO            ART. 8001,1062.86,#REF!,#REF!,#REF!
429,,,,0.0,#REF!,#REF!,#REF!
430,,,ACCESORIOS P/BAÑOS METALICOS,0.0,#REF!,#REF!,#REF!
431,,DPB,DISPENSER P/BAÑO (AU-DI),7074.4,#REF!,#REF!,#REF!
432,,GDM,GANCHO DOBLE METALICO (AU-GD),4688.42,#REF!,#REF!,#REF!
433,,GSM,GANCHO SIMPLE METALICO (AU-GS),3348.86,#REF!,#REF!,#REF!
434,,JABM,JABONERA METALICA (AU-JB),6697.57,#REF!,#REF!,#REF!
435,,PCEM,PORTA CEPILLO METALICO (AU-PC),6758.64,#REF!,#REF!,#REF!
436,,PROM,PORTAROLLO METALICO (AU-PR),6393.26,#REF!,#REF!,#REF!
437,,SPBM6,SET PARA BAÑO 7 piezas METALICO,29834.99,#REF!,#REF!,#REF!
438,,TBM,TOALLERO BARRAL METALICO (AU-TB),9133.23,#REF!,#REF!,#REF!
439,,TCHM,TOALLERO CHICO METALICO (AU-TO),4992.84,#REF!,#REF!,#REF!
440,,,,0.0,#REF!,#REF!,#REF!
441,,,ACCESORIOS PARA CABLE DE ACERO,0.0,#REF!,#REF!,#REF!
442,,ECT35,ESLABON CON TUERCA  3.5,221.06,#REF!,#REF!,#REF!
443,,ECT5,ESLABON CON TUERCA  5,359.56,#REF!,#REF!,#REF!
444,,ECT6,ESLABON CON TUERCA  7,464.05,#REF!,#REF!,#REF!
445,,ECT8,ESLABON CON TUERCA  9,954.37,#REF!,#REF!,#REF!
446,,GRI14,GRILLETE        1/4,380.92,#REF!,#REF!,#REF!
447,,GRI516,GRILLETE       5/16,505.36,#REF!,#REF!,#REF!
448,,GRI38,GRILLETE      3/8,729.81,#REF!,#REF!,#REF!
449,,GRI12,GRILLETE    1/2,1150.91,#REF!,#REF!,#REF!
450,,MP550,MOSQUETON TIPO PERA  5 x 50,487.5,#REF!,#REF!,#REF!
451,,MP660,MOSQUETON TIPO PERA  6 x 60,479.7,#REF!,#REF!,#REF!
452,,MP770,MOSQUETON TIPO PERA  7 x 70,503.1,#REF!,#REF!,#REF!
453,,MP880,MOSQUETON TIPO PERA  8 x 80,540.99,#REF!,#REF!,#REF!
454,,MP990,MOSQUETON TIPO PERA  9 x 90,778.7,#REF!,#REF!,#REF!
455,,MP10100,MOSQUETON TIPO PERA 10 x 100,893.1,#REF!,#REF!,#REF!
456,,,,0.0,#REF!,#REF!,#REF!
457,,,"ACCESORIOS PARA DUCHA ""PREGO""",0.0,#REF!,#REF!,#REF!
458,,BPL4530,BRAZO PARA LLUVIA 45° x 30 cm (9513),1939.45,#REF!,#REF!,#REF!
459,,BPL9030,BRAZO PARA LLUVIA 90° x 30 cm (9515),2425.81,#REF!,#REF!,#REF!
460,,BPL9040,BRAZO PARA LLUVIA 90° x 40 cm (9517),3132.53,#REF!,#REF!,#REF!
461,,DCBTP,DUCHA CON BRAZO TETON PLASTICO (9616),1907.17,#REF!,#REF!,#REF!
462,,DCG,DUCHA CUADRADA GRIS C/BRAZO (9618),2602.15,#REF!,#REF!,#REF!
463,,DRAG,DUCHA REDONDA ALTA GRIS (9613),2602.19,#REF!,#REF!,#REF!
464,,FPD15,FLEXIBLE PARA DUCHADOR DE 1.5 mts. (9615),2777.05,#REF!,#REF!,#REF!
465,,FPD4,"FLOR PARA DUCHA CUADRADA 4"" (9500)",3214.68,#REF!,#REF!,#REF!
466,,FPD6,"FLOR PARA DUCHA CUADRADA 6"" (9501)",4450.06,#REF!,#REF!,#REF!
467,,FPD8,"FLOR PARA DUCHA CUADRADA 8"" (9502)",6391.59,#REF!,#REF!,#REF!
468,,KDP,KIT DUCHA C/F 1.5mts peine (9602),5720.52,#REF!,#REF!,#REF!
469,,KDR,KIT DUCHA C/F 1.5mts redondo (9603),2470.63,#REF!,#REF!,#REF!
470,,SPD,SOPORTE PARA DUCHADOR C/TUERCA (9610),998.43,#REF!,#REF!,#REF!
471,,,,0.0,#REF!,#REF!,#REF!
472,,,ACCESORIOS PARA RIEGO,0.0,#REF!,#REF!,#REF!
473,,RIE3053,ACOPLE RAPIDO 1/2 P/ MANG 3/4 ( RIE 3053),814.78,#REF!,#REF!,#REF!
474,,RIE156,ACOPLE RAPIDO 3/4 (RIEGO 156),664.84,#REF!,#REF!,#REF!
475,,RIE153,ACOPLE RAPIDO CON AUTO STOP DE 3/4,937.94,#REF!,#REF!,#REF!
476,,RIE190,ACOPLE RAPIDO REPARADOR MANGUERA 1/2 (RIEGO 190),625.42,#REF!,#REF!,#REF!
477,,RIE200,ACOPLE RAPIDO REPARADOR MANGUERA 3/4 (RIEGO 200),781.68,#REF!,#REF!,#REF!
478,,RIE242,CONECTOR RH 3/4 1/2 P/ ACOPLE RAP 1/2 (RIE242),289.42,#REF!,#REF!,#REF!
479,,RIE1000,PISTOLA DE RIEGO 1 FUNCION,1200.8,#REF!,#REF!,#REF!
480,,RIE070,PISTOLA DE RIEGO 4 FUNCIONES (RIE070),2623.47,#REF!,#REF!,#REF!
481,,,,0.0,#REF!,#REF!,#REF!
482,,,"ACCESORIOS PARA RIEGO ""TRAMONTINA""",0.0,#REF!,#REF!,#REF!
483,,ARM34,ACOPLE RAPIDO P/ MANG 5/8 - 3/4 TRAMONTINA,2150.83,#REF!,#REF!,#REF!
484,,AM3412,ADAPTADOR RM 3/4 REDUCC 1/2 TRAMONTINA,560.39,#REF!,#REF!,#REF!
485,,AICA,ASPERSOR IMPULSO C/ ACOPLES 1/2-5/8-3/4 TRAMONTINA,3620.03,#REF!,#REF!,#REF!
486,,CICA,CONJUNTO IRRIGACION C/ ACOPLES TRAMONTINA,3324.63,#REF!,#REF!,#REF!
487,,EMCA,ENROLLADOR MANG PARED C/ ACOPLES TRAMONTINA,20002.27,#REF!,#REF!,#REF!
488,,HPME,HIDROPISTOLA METALICA TRAMONTINA,5947.3,#REF!,#REF!,#REF!
489,,HPM,HIDROPISTOLA MULTIFUNCION TRAMONTINA,8264.48,#REF!,#REF!,#REF!
490,,HPCAT,HIDROPISTOLA PLAST CON ACOPLES x 4 pz TRAMONTINA,4620.08,#REF!,#REF!,#REF!
491,,HPP,HIDROPISTOLA PLASTICA TRAMONTINA,3665.4,#REF!,#REF!,#REF!
492,,URM12,UNION REPARADORA MANG 1/2 TRAMONTINA,517.84,#REF!,#REF!,#REF!
493,,URM34,UNION REPARADORA MANG 3/4 TRAMONTINA,1883.04,#REF!,#REF!,#REF!
494,,,,0.0,#REF!,#REF!,#REF!
495,,,"ACCESORIOS TALADRO ""TOKITS""",0.0,#REF!,#REF!,#REF!
496,,T25,ADAPTADOR MULTIPLE 1/2 perno 8 mm (22),1056.7,#REF!,#REF!,#REF!
497,,T22,ADAPTADOR MULTIPLE 3/8 C/ BUJE 1/2 (22),792.08,#REF!,#REF!,#REF!
498,,AT085,BONETE CORDERITO 125 mm. ART. 085,1224.98,#REF!,#REF!,#REF!
499,,AT0851,BONETE CORDERITO 200 mm. ART. 085/1,2563.16,#REF!,#REF!,#REF!
500,,T08,CEPILLO ACERO DESCARB. COPA 50 mm (08),1112.48,#REF!,#REF!,#REF!
501,,TA7,CEPILLO ACERO DESCARBONIZADOR 12 mm (A7),512.21,#REF!,#REF!,#REF!
502,,TA8,CEPILLO ACERO DESCARBONIZADOR 16 mm (A8),580.86,#REF!,#REF!,#REF!
503,,TB8,CEPILLO ACERO DESCARBONIZADOR 25 mm (B8),871.28,#REF!,#REF!,#REF!
504,,T57,CEPILLO ACERO TRENZADO C/ PERNO 65 mm (57),1452.79,#REF!,#REF!,#REF!
505,,T6122,CEPILLO CIRCULAR AC. C/ VASTAGO 100 mm (6122),1212.31,#REF!,#REF!,#REF!
506,,T0622,CEPILLO CIRCULAR AC. C/ VASTAGO 50 mm (0622),833.83,#REF!,#REF!,#REF!
507,,T1022,CEPILLO CIRCULAR AC. C/ VASTAGO 75 mm (1022),1227.32,#REF!,#REF!,#REF!
508,,T233,DISCOS DE LIJA PAPEL C/ VELCRO FINO x 3 (233),818.46,#REF!,#REF!,#REF!
509,,T235,DISCOS DE LIJA PAPEL C/ VELCRO GRUESO x 3 (235),818.46,#REF!,#REF!,#REF!
510,,T234,DISCOS DE LIJA PAPEL C/ VELCRO MED. x 3 (234),818.46,#REF!,#REF!,#REF!
511,,T232,DISCOS DE LIJA PAPEL C/ VELCRO SURT. x 3 (232),816.01,#REF!,#REF!,#REF!
512,,T63,DISCOS DE LIJA PAPEL FINO x 5 (63),538.6,#REF!,#REF!,#REF!
513,,T68,DISCOS DE LIJA PAPEL GRUESO x 5 (68),538.6,#REF!,#REF!,#REF!
514,,T67,DISCOS DE LIJA PAPEL MED. x 5 (67),538.6,#REF!,#REF!,#REF!
515,,T26,DISCOS DE LIJA PAPEL SURT. x 5 (26),538.6,#REF!,#REF!,#REF!
516,,T237,DISCOS DE TELA C/ VELCRO FINO x 3 (237),1056.09,#REF!,#REF!,#REF!
517,,T239,DISCOS DE TELA C/ VELCRO GRUESO x 3 (239),1056.09,#REF!,#REF!,#REF!
518,,T238,DISCOS DE TELA C/ VELCRO MED. x 3 (238),1056.09,#REF!,#REF!,#REF!
519,,T236,DISCOS DE TELA C/ VELCRO SURT. x 3 (236),1056.09,#REF!,#REF!,#REF!
520,,T64,DISCOS DE TELA FINO x 5 (64),792.08,#REF!,#REF!,#REF!
521,,T69,DISCOS DE TELA GRUESO x 5 (69),792.08,#REF!,#REF!,#REF!
522,,T65,DISCOS DE TELA MED. x 5 (65),792.08,#REF!,#REF!,#REF!
523,,T66,DISCOS DE TELA SURT. x 5 (66),792.08,#REF!,#REF!,#REF!
524,,T233R,DISCOS LIJA PAPEL C/ VELCRO FINO x 6 P/R (233R),1010.19,#REF!,#REF!,#REF!
525,,T235R,DISCOS LIJA PAPEL C/ VELCRO GRUESO x 6 P/R (235R),1010.19,#REF!,#REF!,#REF!
526,,T234R,DISCOS LIJA PAPEL C/ VELCRO MEDIANO x 6 P/R (234R),1010.19,#REF!,#REF!,#REF!
527,,T232R,DISCOS LIJA PAPEL C/ VELCRO SURT. x 6 P/R (232R),1010.19,#REF!,#REF!,#REF!
528,,T24,EJE ADAPTADOR PERNO 6 mm P/ RESPALDO (24),633.65,#REF!,#REF!,#REF!
529,,T250,ESCOFINA CIRCULAR P/ REBAJAR 115 mm (250),1161.7,#REF!,#REF!,#REF!
530,,T30,PIEDRA CIRCULAR O/A  75 mm (30),739.83,#REF!,#REF!,#REF!
531,,T70,PIEDRA CIRCULAR O/A 100 mm (70),1162.26,#REF!,#REF!,#REF!
532,,T270,PUNTA ALETEADA FINA 50 mm x 15 (270),897.69,#REF!,#REF!,#REF!
533,,T275,PUNTA ALETEADA FINA 70 mm x 20 (275),1847.54,#REF!,#REF!,#REF!
534,,T272,PUNTA ALETEADA GRUESA 50 mm x 15 (272),897.69,#REF!,#REF!,#REF!
535,,T277,PUNTA ALETEADA GRUESA 70 mm x 20 (277),1847.54,#REF!,#REF!,#REF!
536,,T271,PUNTA ALETEADA MED. 50 mm x 15 (271),897.69,#REF!,#REF!,#REF!
537,,T276,PUNTA ALETEADA MED. 70 mm x 20 (276),1847.54,#REF!,#REF!,#REF!
538,,T38,PUNTAS MONTADAS CH. SURT. 1/8 x 3 (38),1373.7,#REF!,#REF!,#REF!
539,,T36,PUNTAS MONTADAS MED. SURT. 1/4 x 3 (36),765.67,#REF!,#REF!,#REF!
540,,T230,RESPALDO CON TUERCA 125 mm M 14 x 2 (230),2218.09,#REF!,#REF!,#REF!
541,,T231,RESPALDO CON TUERCA 125 mm M 14 x 2 + EJE (231)C/V,2653.68,#REF!,#REF!,#REF!
542,,T21,RESPALDO P/ LIJAS Y BONETES 115 mm (21),655.39,#REF!,#REF!,#REF!
543,,RPLCV,RESPALDO P/ LIJAS Y BONETES 125 mm C/VELCRO,741.74,#REF!,#REF!,#REF!
544,,T23,RESPALDO P/ LIJAS Y BONETES C/ ADAP. 115 mm (23),1029.68,#REF!,#REF!,#REF!
545,,T42,SIERRA CIRCULAR ACERO 100 mm (42),739.89,#REF!,#REF!,#REF!
546,,,,0.0,#REF!,#REF!,#REF!
547,,,"ACEITE MULTIUSO ""TF3""",0.0,#REF!,#REF!,#REF!
548,,ALP,"ACEITE LUBRICANTE "" TF3"" x 100 cc.",267.82,#REF!,#REF!,#REF!
549,,,,0.0,#REF!,#REF!,#REF!
550,,,"ACEITE PARA BOMBEADOR ""INSTAL-PROF""",0.0,#REF!,#REF!,#REF!
551,,ABO1,"ACEITE BOMBEADOR x 1 lt. ""INSTAL-PROF""",493.23,#REF!,#REF!,#REF!
552,,ABO5,"ACEITE BOMBEADOR x 5 lt. ""INSTAL-PROF""",2351.51,#REF!,#REF!,#REF!
553,,,,0.0,#REF!,#REF!,#REF!
554,,,"ACEITE SOLUBLE ""TF3""",0.0,#REF!,#REF!,#REF!
555,,AS1,"ACEITE SOLUBLE x 1 lts. (6)  ""TF3""",3395.94,#REF!,#REF!,#REF!
556,,AS5,"ACEITE SOLUBLE x 5 lts. (1)  ""TF3""",15929.09,#REF!,#REF!,#REF!
557,,,,0.0,#REF!,#REF!,#REF!
558,,,ACEITERA METALICA IMPORTADA,0.0,#REF!,#REF!,#REF!
559,,AMI250,ACEITERA METALICA IMPORTADA x 250CC,2046.83,#REF!,#REF!,#REF!
560,,AMI450,ACEITERA METALICA IMPORTADA x 450CC,2401.61,#REF!,#REF!,#REF!
561,,AMPF250,ACEITERA METALICA PICO FLEXIBLE x 250cc (TOV3341),1804.42,#REF!,#REF!,#REF!
